	log2_fold_change	p_value	q_value
5705_gene	0.164745093463423	0.579687041183576	0.781945683799905
8339_gene	-0.161364261125363	0.579661103241946	0.781945683799905
8153_gene	-0.441471448050505	0.579997603921029	0.782262495291036
2938_gene	0.184969431647266	0.580281929417446	0.782543841654689
3104_gene	0.333604525826511	0.58051726146863	0.782659747267836
8714_gene	0.20054958390776	0.580519349991093	0.782659747267836
6504_gene	0.188297312164434	0.580608105911192	0.782677298002381
1700_gene	0.147635305210804	0.581259536175753	0.782906273465201
1725_gene	-0.127958090513301	0.581762848261978	0.782906273465201
1760_gene	-0.260500070877541	0.581602916432265	0.782906273465201
2178_gene	-0.713787078952282	0.581566966832569	0.782906273465201
3237_gene	-0.466891029552165	0.58173550320344	0.782906273465201
3944_gene	-0.405980526557285	0.581420465805876	0.782906273465201
5930_gene	0.728420184715858	0.581391283662364	0.782906273465201
6365_gene	0.3610954447097	0.581714739234119	0.782906273465201
6404_gene	-0.16212873416866	0.580972310513836	0.782906273465201
2398_gene	2.37276952976592	0.581244065832534	0.782906273465201
3827_gene	2.37273163760954	0.581250102646791	0.782906273465201
3880_gene	2.37276952976592	0.581244065832534	0.782906273465201
9716_gene	2.37276952976592	0.581244065832534	0.782906273465201
6012_gene	0.177851851868463	0.582042223886031	0.783180252817479
3295_gene	0.126619836920142	0.582154457428717	0.783229288252618
930_gene	0.140163577093265	0.582599546371361	0.78372607552742
2813_gene	1.80607076922847	0.58275755897633	0.783836602168605
2000_gene	0.237000608625765	0.58285019426932	0.783847038317741
3016_gene	-0.460566467210706	0.582917020463697	0.783847038317741
424_gene	0.150385305272818	0.583696957207903	0.784212234061593
1967_gene	1.72546134462271	0.583634075317154	0.784212234061593
2951_gene	-0.607396747185526	0.58372284096911	0.784212234061593
5433_gene	-0.316171507278845	0.58379569543602	0.784212234061593
6508_gene	0.433065595690607	0.583608995003151	0.784212234061593
6650_gene	-0.126000864651316	0.583531269960911	0.784212234061593
8141_gene	-0.127121258114112	0.583475043793917	0.784212234061593
9085_gene	0.625623222653614	0.583287101749506	0.784212234061593
4144_gene	-0.262655759708764	0.58435249725045	0.784858163060326
6005_gene	0.541763805817751	0.584737704544639	0.785273481320897
3791_gene	0.117290463876461	0.584902583049926	0.785392839557944
10670_gene	0.19037672407182	0.585233742910838	0.785735416297337
2348_gene	0.260080506079048	0.585500915978577	0.78599200645916
375_gene	-0.232754211312382	0.586185452315229	0.786808736748354
4770_gene	-0.149536272872108	0.586289400982204	0.786846061006506
2624_gene	-0.162123628814883	0.586606018236614	0.787168756324784
936_gene	-0.159752878479189	0.586985202648811	0.787473073370481
4149_gene	0.173751165726985	0.586938013515563	0.787473073370481
8350_gene	0.150211336352494	0.587246428458026	0.787721260602965
2592_gene	1.1358665966965	0.587784662773214	0.788238606942434
10575_gene	-0.179054379097499	0.587729873182202	0.788238606942434
5299_gene	-0.910814150806403	0.588310500007456	0.788841404836779
146_gene	-1.10086811952794	0.588556303040524	0.789066016558769
5674_gene	-0.148058526100485	0.588630725919445	0.789066016558769
1716_gene	-0.13197497122034	0.588924847571853	0.789266482528042
7995_gene	0.111587266736852	0.588933021750893	0.789266482528042
11_gene	0.133238422922644	0.58940262636585	0.789292481842416
1986_gene	-0.221055673190207	0.589215479872933	0.789292481842416
2578_gene	1.00923099329943	0.589162543337372	0.789292481842416
2814_gene	0.821121980047737	0.58907548895733	0.789292481842416
3306_gene	-0.219522669444659	0.589410691153273	0.789292481842416
8630_gene	-0.197894243844075	0.589301705966978	0.789292481842416
1505_gene	-0.226257801576703	0.589864903261022	0.789308837574503
2434_gene	2.3134049828939	0.590934042126216	0.789308837574503
3755_gene	-0.243897120745747	0.590131857144073	0.789308837574503
6892_gene	2.3134049828939	0.590934042126216	0.789308837574503
7648_gene	0.191671732988779	0.590222886123353	0.789308837574503
9527_gene	0.208805278149327	0.590298731647066	0.789308837574503
9507_gene	2.3134049828939	0.590934042126216	0.789308837574503
9513_gene	2.31330241399205	0.59095050090129	0.789308837574503
10388_gene	-0.338860509026587	0.590548846087243	0.789308837574503
634_gene	2.3134049828939	0.590934042126216	0.789308837574503
3714_gene	2.31336262022415	0.590940841126402	0.789308837574503
3877_gene	2.3134049828939	0.590934042126216	0.789308837574503
5098_gene	2.3134049828939	0.590934042126216	0.789308837574503
5285_gene	2.31335208499039	0.590942531436779	0.789308837574503
6585_gene	2.3134049828939	0.590934042126216	0.789308837574503
6831_gene	2.3134049828939	0.590934042126216	0.789308837574503
9245_gene	2.31332834377483	0.590946340593734	0.789308837574503
9532_gene	2.3133711095783	0.590939479051804	0.789308837574503
10525_gene	2.31335876994123	0.590941458874194	0.789308837574503
10703_gene	1.86753526442245	0.589689038844908	0.789308837574503
4775_gene	0.23532896818151	0.591097608123864	0.789403293144483
8588_gene	0.24797767336352	0.591375156960265	0.789671904900811
4556_gene	-0.273292432444632	0.592139395148383	0.790411548014247
5860_gene	0.159547816622288	0.592217343473943	0.790411548014247
9013_gene	-0.3224894539447	0.592235012219306	0.790411548014247
6930_gene	2.30680854505436	0.592015052352296	0.790411548014247
9082_gene	0.0878016741414609	0.592318203575485	0.790420495318836
4165_gene	0.271068394906997	0.592882906603412	0.791071911793372
556_gene	-0.17116667785321	0.592965861743425	0.791080456397697
4154_gene	0.2137293187136	0.593125937208555	0.791144363238775
10170_gene	0.219064609309048	0.59316687888272	0.791144363238775
2045_gene	-0.320338294992042	0.593683064184542	0.791266757723003
2040_gene	0.21239440621604	0.593541597381881	0.791266757723003
3041_gene	-2.23276904985787	0.59371806071068	0.791266757723003
5693_gene	0.114101105901218	0.59369311579152	0.791266757723003
7340_gene	0.18447658758646	0.593548256964602	0.791266757723003
7559_gene	0.313455721336483	0.593512113983364	0.791266757723003
7704_gene	0.109018831935766	0.593804817845869	0.791280333671078
4514_gene	0.124134508895888	0.593903172663747	0.791309358729649
934_gene	0.252741170291505	0.594991556441979	0.791650915779253
2479_gene	0.246973058296352	0.59498403163603	0.791650915779253
2905_gene	0.198366267010058	0.595274723204191	0.791650915779253
3578_gene	1.28366891959359	0.594313896320421	0.791650915779253
4412_gene	-1.67057893362677	0.595195851477672	0.791650915779253
6074_gene	-0.106785590591556	0.594415706361533	0.791650915779253
7074_gene	0.64561715777798	0.59450390341968	0.791650915779253
7877_gene	-0.103388025122429	0.594771512637193	0.791650915779253
7915_gene	0.172757647440269	0.59530861878465	0.791650915779253
7958_gene	0.137403168695881	0.59441404177658	0.791650915779253
10184_gene	0.532581414047686	0.595274369073922	0.791650915779253
5969_gene	2.28695081329574	0.595274881848862	0.791650915779253
9557_gene	2.28703305661867	0.595261643769212	0.791650915779253
9871_gene	2.28699663248322	0.595267507588234	0.791650915779253
9893_gene	2.28700056381906	0.595266874866276	0.791650915779253
987_gene	-0.120566541077379	0.595647157263727	0.791999192378198
10281_gene	0.273341002337174	0.595823955374595	0.792132349780145
9741_gene	0.938501303546021	0.595902511334956	0.792134879358816
4678_gene	-0.147387781059831	0.596062049984405	0.792245044956764
4221_gene	0.0842685506394053	0.59624014676057	0.792295684846368
9840_gene	0.16498245747736	0.59625348761856	0.792295684846368
2848_gene	0.171839075159858	0.596679002015422	0.792759167758726
5092_gene	-0.16401676485649	0.596954141500495	0.793022766199527
2277_gene	0.13735616151247	0.597170478996713	0.793142857190954
8131_gene	-0.193592843850088	0.597198042558817	0.793142857190954
2513_gene	-0.203362059630638	0.597468749521753	0.793400418601619
5536_gene	-0.227489076856942	0.597603351899045	0.793457393583096
9116_gene	0.64890863693161	0.597741998165705	0.793457393583096
10357_gene	-0.161027240758967	0.597700541679556	0.793457393583096
8870_gene	0.172932523966203	0.597935939570847	0.793612894878645
1916_gene	-0.276866841738282	0.598091440251231	0.793717342180071
6150_gene	-0.195910775768642	0.598451493175845	0.79409318573179
10049_gene	-0.131041489473813	0.598747215663897	0.794383582831007
5380_gene	-1.32302716939197	0.598887397415198	0.794386435492344
5696_gene	-0.748030753542241	0.598903108082142	0.794386435492344
4366_gene	-0.295920961754026	0.599344281171494	0.794869584397615
3715_gene	-0.376057977678388	0.599505131343022	0.794878884693199
4805_gene	0.201554503301771	0.599504209873941	0.794878884693199
1577_gene	0.541488402021048	0.599655678323786	0.79497649516331
4468_gene	0.123406524388266	0.599906857826724	0.795105485286824
7555_gene	-0.166233355210796	0.599874142074824	0.795105485286824
42_gene	0.386157569290261	0.600285125891631	0.795504807766622
7960_gene	-0.181108985237108	0.600457843683127	0.795631665164949
9428_gene	0.683639184825921	0.600568525222791	0.795676299955426
9167_gene	-0.161721771870217	0.600651465240007	0.795684174053357
1665_gene	0.210293383546532	0.600907929406542	0.795921884451065
7446_gene	-0.148793751319077	0.600999606843528	0.795941296568118
9868_gene	0.2291451849997	0.601249034064154	0.796169594825598
4211_gene	0.12233463115051	0.60190659462687	0.796938212539919
4539_gene	0.239474109048095	0.602039588007674	0.797012183252793
7043_gene	0.245351651601353	0.602320229899206	0.797281574968412
2334_gene	-0.223515939165023	0.602476601474877	0.797285121818518
7913_gene	0.250404503072525	0.602554364370295	0.797285121818518
9609_gene	0.288910279270589	0.602487277000441	0.797285121818518
8539_gene	0.63259632426907	0.602718166620604	0.797399761087866
4216_gene	0.125589272014382	0.602821552985736	0.797434450659831
4883_gene	0.168673317767716	0.603579488106786	0.798130573268782
6978_gene	0.297097721884448	0.603502031207471	0.798130573268782
10338_gene	0.195938293868563	0.603504706062663	0.798130573268782
10728_gene	0.755223972332951	0.603913626848101	0.798470243071684
8948_gene	-2.13299409471877	0.604029931003354	0.798521850708541
2726_gene	-0.799638488846611	0.604407011510552	0.798815968403893
9992_gene	0.270547273476412	0.604389633729633	0.798815968403893
4953_gene	0.228948419567935	0.604574551700335	0.798935219599905
10336_gene	0.195604873809947	0.604665956691106	0.798953841765234
3499_gene	0.166648688538642	0.604948029884553	0.799005629768232
4242_gene	-0.109502596162863	0.604900941979111	0.799005629768232
5005_gene	-0.185619109128655	0.60485423701123	0.799005629768232
8021_gene	0.151252083232156	0.605014423547166	0.799005629768232
9325_gene	-0.250128372465565	0.605304853705973	0.799287037847882
652_gene	0.532589852993178	0.605683065266882	0.799325033748844
4269_gene	-0.856496920979452	0.605662688179058	0.799325033748844
5592_gene	-1.87372231845007	0.605690213220898	0.799325033748844
6584_gene	0.227841542369553	0.605720373455312	0.799325033748844
8528_gene	-0.444109990013553	0.605608503802278	0.799325033748844
5382_gene	-1.3892464655032	0.605908472132065	0.799471163306022
2523_gene	1.14030907206813	0.606647578328239	0.800139894632293
7363_gene	-0.247509744858887	0.606608706414683	0.800139894632293
8399_gene	0.691365295851598	0.606529500279366	0.800139894632293
5066_gene	0.31629124910546	0.606908427446948	0.800243020785491
5598_gene	0.15757569174166	0.606969261362796	0.800243020785491
9322_gene	-0.13351760209121	0.606825856972161	0.800243020785491
3873_gene	0.699442361364068	0.607035517702484	0.800243020785491
3536_gene	-1.028215396996	0.60724795584297	0.800420966285873
6496_gene	-0.131284801221506	0.607664085722166	0.80066309599042
7756_gene	-0.59985432107167	0.607646154087795	0.80066309599042
9719_gene	-0.36683106387008	0.607656010721907	0.80066309599042
10071_gene	0.30321186328426	0.607845809130434	0.800766220427794
10677_gene	-0.176386651658945	0.607897329132576	0.800766220427794
4736_gene	0.171895221580777	0.6082687984157	0.801023014987673
6494_gene	-0.251947330320858	0.608324813394935	0.801023014987673
10012_gene	-0.178253223912731	0.608234284635946	0.801023014987673
10546_gene	-0.157074155297115	0.608439278836243	0.801049842565662
10188_gene	0.902160566065121	0.608500219096231	0.801049842565662
1726_gene	-0.118757364610118	0.608813547636101	0.801300492188137
4966_gene	-1.11668088684958	0.608845700083341	0.801300492188137
3381_gene	0.392187079263029	0.608958815983376	0.801347307318504
1707_gene	-0.250946767856252	0.609119780711266	0.80135503677533
7934_gene	0.150797952952776	0.609089872832375	0.80135503677533
2965_gene	0.219340320879375	0.60922145098104	0.801386771186108
3742_gene	-0.374443365757641	0.609854558888333	0.802117476333465
9687_gene	-0.178613505734814	0.610056951626253	0.802281565042721
517_gene	0.144543083841218	0.610209688227785	0.802380317870712
5127_gene	0.505122884671454	0.610479654387549	0.802633174101899
9855_gene	-0.133253553844423	0.610667319633246	0.80277777395878
4807_gene	0.167656937109331	0.610888545287806	0.80296644963167
3911_gene	0.360312465780576	0.611213614288089	0.80329155412096
1014_gene	-0.123149724138759	0.611392070033184	0.803321761185368
3544_gene	-0.929040900816201	0.611351170380974	0.803321761185368
4527_gene	2.1883131558992	0.611583474753078	0.803471094342526
6401_gene	-0.155711091912877	0.611681682565008	0.80349796715734
7830_gene	-1.2444315840809	0.611854195778186	0.803520302347411
10211_gene	-0.14564558080622	0.611849729196789	0.803520302347411
7930_gene	0.203669724735002	0.612024008909778	0.803641182728544
2612_gene	-0.242210805568614	0.612457168618621	0.804107785606
1989_gene	0.201597188788271	0.612695631424855	0.804114383432113
2753_gene	0.156484092833061	0.612688733499102	0.804114383432113
8232_gene	0.173035137939132	0.612548854335608	0.804114383432113
2636_gene	0.20445277093701	0.612829991931577	0.804135625473547
9272_gene	0.189910389417675	0.612867445928939	0.804135625473547
4777_gene	0.114517802939315	0.612962047711307	0.804157648984213
10154_gene	-0.678430887384263	0.61308894908424	0.80422203602901
3303_gene	0.725820588370652	0.613396096715748	0.804522815517267
2302_gene	0.362095318849846	0.613587993071262	0.804672375685079
9106_gene	0.164043117436127	0.613744992478664	0.804776139103478
2960_gene	-0.698774926995308	0.613836574788852	0.804794108585131
4424_gene	0.169662476247166	0.614107683839907	0.804945307559817
6780_gene	0.269238535257111	0.614069971422694	0.804945307559817
1318_gene	0.518694520446158	0.614464940213271	0.805136700229913
2531_gene	-0.399776482966287	0.614477837488787	0.805136700229913
3503_gene	-0.118436455689487	0.614487435137732	0.805136700229913
1213_gene	-0.421504148554456	0.614814104706058	0.805462596099442
7827_gene	0.107476914763042	0.61493948379292	0.805524733871978
3593_gene	-0.289578170748282	0.615100725863976	0.805531732489967
4901_gene	0.226231717178277	0.615047543590749	0.805531732489967
7574_gene	0.875988568298953	0.615337212487613	0.805739325119994
354_gene	-0.133377900174148	0.615597494160057	0.805875919008111
7894_gene	-0.154800034853124	0.615588743611402	0.805875919008111
992_gene	-0.0902073745431633	0.615854072137524	0.80598921245693
3407_gene	0.197592930651666	0.615996013158974	0.80598921245693
5519_gene	0.516116915385729	0.615990897077788	0.80598921245693
8804_gene	0.58112345713494	0.615819555061264	0.80598921245693
9554_gene	-0.649548150124486	0.616298100419522	0.806282386344517
3134_gene	1.77885012304634	0.61640579564319	0.806321201541357
3787_gene	0.0986454186317918	0.617117728878343	0.806862754475188
3996_gene	0.159055553049478	0.617027525218331	0.806862754475188
4592_gene	0.236285563541581	0.617288265616493	0.806862754475188
4819_gene	0.109785662674963	0.617192542573537	0.806862754475188
